id	title	original_steps_list	steps	labels_list
234303	"""Kale Pesto English Muffin Pizza"""	"[""Preheat oven to 375 degrees F (190 degrees C)."", ""Bring a pot of water to a boil. Cook kale and garlic in the boiling water until kale is softened, about 5 minutes. Drain and rinse kale and garlic under cold water, reserving the boiling water."", ""Blend kale, garlic, Parmesan cheese, and about 1 tablespoon of the boiling water in a blender until smooth; add more water as needed to thin the pesto."", ""Spoon about 1 tablespoon pesto onto each English muffin half; sprinkle with chicken and top with mozzarella cheese. Arrange pizzas on a baking sheet."", ""Bake in the preheated oven until mozzarella cheese is melted and lightly browned, about 20 minutes.""]"	"""Preheat oven to 375 degrees F (190 degrees C). Bring a pot of water to a boil. Cook kale and garlic in the boiling water until kale is softened, about 5 minutes. Drain and rinse kale and garlic under cold water, reserving the boiling water. Blend kale, garlic, Parmesan cheese, and about 1 tablespoon of the boiling water in a blender until smooth; add more water as needed to thin the pesto. Spoon about 1 tablespoon pesto onto each English muffin half; sprinkle with chicken and top with mozzarella cheese. Arrange pizzas on a baking sheet. Bake in the preheated oven until mozzarella cheese is melted and lightly browned, about 20 minutes. """	[46, 240, 392, 542]
221138	"""Barbequed Peaches"""	"[""Preheat grill for medium heat and lightly oil the grate."", ""Slice flesh-side of peach halves diagonally about 1/4-inch deep, twice in each direction."", ""Drizzle flesh-side of each peach half with barbeque sauce; brush sauce for an even coat."", ""Place peaches, flesh-side up, on the grill. Cook until barbeque sauce bubbles slightly and peaches are a little softer than when you put them on the grill, 7 to 10 minutes.""]"	"""Preheat grill for medium heat and lightly oil the grate. Slice flesh-side of peach halves diagonally about 1/4-inch deep, twice in each direction. Drizzle flesh-side of each peach half with barbeque sauce; brush sauce for an even coat. Place peaches, flesh-side up, on the grill. Cook until barbeque sauce bubbles slightly and peaches are a little softer than when you put them on the grill, 7 to 10 minutes. """	[56, 146, 235]
18217	"""Broccoli Casserole"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Melt 3 tablespoons butter in a medium skillet over medium-high heat. Saute onion until golden."", ""In a 2 quart casserole dish, mix together onion, broccoli, soup, cheese, mayonnaise, eggs, garlic salt, pepper, seasoned salt, and lemon juice. Sprinkle crushed crackers over top and dot with remaining 2 tablespoons butter."", ""Bake uncovered in preheated oven for 45 minutes, until heated through and browned on top.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Melt 3 tablespoons butter in a medium skillet over medium-high heat. Saute onion until golden. In a 2 quart casserole dish, mix together onion, broccoli, soup, cheese, mayonnaise, eggs, garlic salt, pepper, seasoned salt, and lemon juice. Sprinkle crushed crackers over top and dot with remaining 2 tablespoons butter. Bake uncovered in preheated oven for 45 minutes, until heated through and browned on top. """	[46, 141, 365]
220200	"""Pan Fried Halibut"""	"[""Whisk egg in a small bowl."", ""Combine flour, herbes de Provence, seafood seasoning, salt, and black pepper in a separate small bowl."", ""Cut halibut into 4 equal pieces."", ""Heat olive oil in a large frying pan over medium-low heat."", ""Dip each piece of halibut in whisked egg."", ""Dredge all sides of each piece in flour mixture to evenly coat; tap off excess flour."", ""Place coated pieces immediately in the hot olive oil."", ""Cook the halibut until lightly browned, about 5 minutes; turn and cook until fish is opaque and flakes easily with a fork, another 2 minutes.""]"	"""Whisk egg in a small bowl. Combine flour, herbes de Provence, seafood seasoning, salt, and black pepper in a separate small bowl. Cut halibut into 4 equal pieces. Heat olive oil in a large frying pan over medium-low heat. Dip each piece of halibut in whisked egg. Dredge all sides of each piece in flour mixture to evenly coat; tap off excess flour. Place coated pieces immediately in the hot olive oil. Cook the halibut until lightly browned, about 5 minutes; turn and cook until fish is opaque and flakes easily with a fork, another 2 minutes. """	[26, 129, 162, 221, 263, 349, 403]
221142	"""New York-Style Cheesecake"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Lightly grease the bottom and sides of a 9-inch springform pan."", ""Mix graham cracker crumbs and melted butter in a bowl until evenly moistened. Press crumb mixture into the bottom and about 1/2-inch up the sides of the springform pan."", ""Whisk flour, sour cream, and vanilla extract in bowl. Set aside."", ""Stir cream cheese and sugar with a wooden spoon in a large bowl until evenly incorporated, 3 to 5 minutes."", ""Pour milk into cream cheese mixture and whisk until just combined."", ""Whisk in eggs, one at a time, stirring well after each addition."", ""Stir in lemon zest, orange zest, and sour cream mixture; whisk until just incorporated."", ""Pour mixture into prepared springform pan."", ""Bake in the preheated oven until the edges have nicely puffed and the surface of the cheesecake is firm except for a small spot in the center that will jiggle when the pan is gently shaken, about 1 hour."", ""When the cheesecake is done, turn off the oven and let it cool in the oven for 3 to 4 hours. This prevents any cracks from forming on the top of the cheesecake.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Lightly grease the bottom and sides of a 9-inch springform pan. Mix graham cracker crumbs and melted butter in a bowl until evenly moistened. Press crumb mixture into the bottom and about 1/2-inch up the sides of the springform pan. Whisk flour, sour cream, and vanilla extract in bowl. Set aside. Stir cream cheese and sugar with a wooden spoon in a large bowl until evenly incorporated, 3 to 5 minutes. Pour milk into cream cheese mixture and whisk until just combined. Whisk in eggs, one at a time, stirring well after each addition. Stir in lemon zest, orange zest, and sour cream mixture; whisk until just incorporated. Pour mixture into prepared springform pan. Bake in the preheated oven until the edges have nicely puffed and the surface of the cheesecake is firm except for a small spot in the center that will jiggle when the pan is gently shaken, about 1 hour. When the cheesecake is done, turn off the oven and let it cool in the oven for 3 to 4 hours. This prevents any cracks from forming on the top of the cheesecake. """	[46, 110, 279, 344, 451, 518, 583, 671, 714, 918]
272373	"""Green Chile Corn Muffins"""	"[""Preheat the oven to 350 degrees F (175 degrees C). Grease a muffin tin with cooking spray."", ""Combine corn, corn muffin mix, Cheddar cheese, green chile peppers, onion, milk, egg, chili powder, and salt in a medium bowl. Mix with a spoon until just combined."", ""Spoon batter into the prepared muffin tin."", ""Bake in the preheated oven until golden brown and set, 25 to 30 minutes.""]"	"""Preheat the oven to 350 degrees F (175 degrees C). Grease a muffin tin with cooking spray. Combine corn, corn muffin mix, Cheddar cheese, green chile peppers, onion, milk, egg, chili powder, and salt in a medium bowl. Mix with a spoon until just combined. Spoon batter into the prepared muffin tin. Bake in the preheated oven until golden brown and set, 25 to 30 minutes. """	[90, 255, 298]
284072	"""Easy Mini Lemon Tarts with Shortbread Crust"""	"[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Combine sugar, lemon juice, eggs, flour, and lemon zest for filling together in a large mixing bowl, and whisk until well blended. Set aside."", ""Combine flour, butter, sugar, and salt for crust in the bowl of a food processor and pulse several times, until the dough begins to come together in a ball."", ""Divide the dough into 6 equal portions, placing dough portions in each well of a nonstick 6-well mini tart pan. Press dough over the bottom of each well and up the sides."", ""Bake in the preheated oven until the filling is set and the crust is lightly browned, 25 to 30 minutes. Cool on a wire rack until mini tarts reach room temperature.""]"	"""Preheat the oven to 350 degrees F (175 degrees C). Combine sugar, lemon juice, eggs, flour, and lemon zest for filling together in a large mixing bowl, and whisk until well blended. Set aside. Combine flour, butter, sugar, and salt for crust in the bowl of a food processor and pulse several times, until the dough begins to come together in a ball. Divide the dough into 6 equal portions, placing dough portions in each well of a nonstick 6-well mini tart pan. Press dough over the bottom of each well and up the sides. Bake in the preheated oven until the filling is set and the crust is lightly browned, 25 to 30 minutes. Cool on a wire rack until mini tarts reach room temperature. """	[50, 192, 349, 520]
257209	"""Super Moist Raspberry Lemon Cake"""	"[""Preheat oven to 350 degrees F (175 degrees C). Grease two 8-inch baking dishes."", ""Mix cake mix, raspberry preserves, sour cream, milk, eggs, and vegetable oil together in a large bowl until batter is well mixed; pour into the prepared baking dishes."", ""Bake in the preheated oven until a toothpick inserted in the center comes out clean, about 45 minutes. Cool cakes completely, at least 1 hour."", ""Spread lemon frosting over each cooled cake.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Grease two 8-inch baking dishes. Mix cake mix, raspberry preserves, sour cream, milk, eggs, and vegetable oil together in a large bowl until batter is well mixed; pour into the prepared baking dishes. Bake in the preheated oven until a toothpick inserted in the center comes out clean, about 45 minutes. Cool cakes completely, at least 1 hour. Spread lemon frosting over each cooled cake. """	[79, 247, 390]
220231	"""Easy Salmon Whole Wheat Pasta Salad"""	"[""Fill a large pot with lightly salted water and bring to a rolling boil. Stir in rotini, and return to a boil. Cook uncovered, stirring occasionally, until rotini has cooked through, but is still firm to the bite, 10 to 12 minutes. Drain and rinse with cold water."", ""Transfer pasta to a large bowl."", ""Toss salmon and cucumber in with rotini, flaking the salmon as you stir."", ""Combine Greek yogurt, mayonnaise, dill, and onion powder in a small bowl."", ""Spoon yogurt mixture over rotini and gently combine."", ""Chill in the refrigerator for at least 30 minutes."", ""Arrange slices of Roma tomatoes on the salad before serving.""]"	"""Fill a large pot with lightly salted water and bring to a rolling boil. Stir in rotini, and return to a boil. Cook uncovered, stirring occasionally, until rotini has cooked through, but is still firm to the bite, 10 to 12 minutes. Drain and rinse with cold water. Transfer pasta to a large bowl. Toss salmon and cucumber in with rotini, flaking the salmon as you stir. Combine Greek yogurt, mayonnaise, dill, and onion powder in a small bowl. Spoon yogurt mixture over rotini and gently combine. Chill in the refrigerator for at least 30 minutes. Arrange slices of Roma tomatoes on the salad before serving. """	[263, 295, 368, 442, 495, 546]
10744	"""Ginger Snaps II"""	"[""Cream together shortening and sugar, add egg and beat until fluffy. Stir in molasses and mix well."", ""Sift all dry ingredients-twice, then add to molasses mixture and mix well"", ""Using a cookie scoop or spoon scoop out spoonfuls of dough and form into round balls. Roll tops of balls in sugar."", ""Place the round balls on a cookie sheet, these cookies flatten as they bake."", ""Bake for exactly 9 minutes in a preheated 350 degree (175 degree C) oven. Remove from baking sheet and cool.""]"	"""Cream together shortening and sugar, add egg and beat until fluffy. Stir in molasses and mix well. Sift all dry ingredients-twice, then add to molasses mixture and mix well Using a cookie scoop or spoon scoop out spoonfuls of dough and form into round balls. Roll tops of balls in sugar. Place the round balls on a cookie sheet, these cookies flatten as they bake. Bake for exactly 9 minutes in a preheated 350 degree (175 degree C) oven. Remove from baking sheet and cool. """	[98, 172, 287, 364]
